"名称","個別医薬品コード","長径","短径","直径","厚さ"
"キネダック錠50mg","3999013F1231","","","6.7mm","3.9mm"
"エパルレスタット錠50mg「サワイ」","3999013F1304","","","6.7mm","3.8mm"
"エパルレスタット錠50mg「トーワ」","3999013F1339","","","6.7mm","3.8mm"
"エパルレスタット錠50mg「ケミファ」","3999013F1347","","","6.7mm","3.8mm"
"エパルレスタット錠50mg「NP」","3999013F1355","","","6.7mm","3.5mm"
"エパルレスタット錠50mg「フソー」","3999013F1363","","","6.6mm","3.9mm"
"エパルレスタット錠50mg「DSEP」","3999013F1371","","","6.6mm","3.7mm"
"エパルレスタット錠50mg「杏林」","3999013F1380","","","6.6mm","3.7mm"
"エパルレスタット錠50mg「TCK」","3999013F1401","","","6.7mm","3.7mm"
"エパルレスタット錠50mg「NIG」","3999013F1428","","","6.7mm","3.8mm"
"タクロリムス錠0.5mg「トーワ」","3999014F1023","","","5.6mm","2.8mm"
"タクロリムス錠0.5mg「日医工」","3999014F1031","","","5.6mm","2.8mm"
"タクロリムス錠1mg「トーワ」","3999014F2020","","","6.1mm","3.0mm"
"タクロリムス錠1mg「日医工」","3999014F2038","","","6.1mm","3.0mm"
"タクロリムス錠1.5mg「トーワ」","3999014F3026","","","6.6mm","3.0mm"
"タクロリムス錠3mg「トーワ」","3999014F4022","","","8.1mm","3.4mm"
"タクロリムス錠5mg「トーワ」","3999014F5029","13.6mm","6.8mm","","4.6mm"
"タクロリムス錠5mg「日医工」","3999014F5037","","","13.6×6.8mm","4.6mm"
"タクロリムス錠2mg「トーワ」","3999014F6033","","","8.1mm","3.6mm"
"タクロリムスカプセル1mg「ニプロ」","3999014M1065","11.0mm","4.8mm","",""
"タクロリムスカプセル0.5mg「ニプロ」","3999014M2061","11.0mm","4.8mm","",""
"タクロリムスカプセル5mg「ニプロ」","3999014M3068","14.2mm","5.2mm","",""
"メトトレキサート錠2mg「タナベ」","3999016F1030","12mm","5.5mm","","4mm"
"メトトレキサート錠2mg「トーワ」","3999016F1049","","","7.1mm","3.2mm"
"セルセプトカプセル250","3999017M1026","約19.6mm","","",""
"アレンドロン酸錠5mg「DK」","3999018F1048","","","8.0 mm","3.0 mm"
"アレンドロン酸錠5mg「SN」","3999018F1056","","","8.0mm","3.0mm"
"アレンドロン酸錠5mg「トーワ」","3999018F1099","","","7.0mm","3.0mm"
"アレンドロン酸錠5mg「日医工」","3999018F1102","","","8.0mm","3.1mm"
"アレンドロン酸錠5mg「TCK」","3999018F1129","","","6.5mm","2.3mm"
"アレンドロン酸錠5mg「YD」","3999018F1137","","","約6.5mm","約2.3mm"
"アレンドロン酸錠5mg「サワイ」","3999018F1145","","","8.0mm","3.1mm"
"アレンドロン酸錠5mg「NIG」","3999018F1196","","","8.0mm","3.0mm"
"フォサマック錠35mg","3999018F2028","10.3mm","5.6mm","","3.6mm"
"ボナロン錠35mg","3999018F2036","10.3mm","5.6mm","","3.6mm"
"アレンドロン酸錠35mg「DK」","3999018F2044","12.0 mm","6.0 mm","","3.9 mm"
"アレンドロン酸錠35mg「SN」","3999018F2060","12.0mm","6.0mm","","3.9mm"
"アレンドロン酸錠35mg「トーワ」","3999018F2087","10.3mm","5.6mm","","3.7mm"
"アレンドロン酸錠35mg「日医工」","3999018F2095","","","10.3×5.6mm","3.6mm"
"アレンドロン酸錠35mg「TCK」","3999018F2125","","","10.3×5.6mm","3.8mm"
"アレンドロン酸錠35mg「YD」","3999018F2133","約10.3mm","約5.6mm","","約3.8mm"
"アレンドロン酸錠35mg「サワイ」","3999018F2141","","","10.3mm×5.6mm","3.7mm"
"アレンドロン酸錠35mg「NIG」","3999018F2192","12.0mm","6.0mm","","3.9mm"
"アクトネル錠2.5mg","3999019F1026","","","約6.6mm","約3.4mm"
"ベネット錠2.5mg","3999019F1034","","","6.6mm","3.4mm"
"リセドロン酸Na錠2.5mg「FFP」","3999019F1050","","","6.6mm","3.4mm"
"リセドロン酸Na錠2.5mg「NP」","3999019F1069","","","6.6mm","3.4mm"
"リセドロン酸Na錠2.5mg「トーワ」","3999019F1107","","","6.6mm","3.0mm"
"リセドロン酸Na錠2.5mg「日医工」","3999019F1115","","","6.6mm","3.4mm"
"リセドロン酸Na錠2.5mg「明治」","3999019F1131","","","6.6（mm）","3.4（mm）"
"リセドロン酸Na錠2.5mg「F」","3999019F1166","","","6.6mm","3.3mm"
"リセドロン酸Na錠2.5mg「サワイ」","3999019F1174","","","6.6mm","3.5mm"
"リセドロン酸Na錠2.5mg「サンド」","3999019F1255","","","6.6mm","3.4mm"
"アクトネル錠17.5mg","3999019F2022","約8.1mm","約4.6mm","","約3.3mm"
"ベネット錠17.5mg","3999019F2030","8.1mm","4.6mm","","3.4mm"
"リセドロン酸Na錠17.5mg「サワイ」","3999019F2049","","","8.1mm×4.6mm","3.5mm"
"リセドロン酸Na錠17.5mg「F」","3999019F2057","7.8mm","4.8mm","","3.4mm"
"リセドロン酸Na錠17.5mg「FFP」","3999019F2065","","","長径約8.1mm短径約4.6mm",""
"リセドロン酸Na錠17.5mg「NP」","3999019F2081","8.1mm","4.6mm","","3.4mm"
"リセドロン酸Na錠17.5mg「サンド」","3999019F2138","8.1mm","4.6mm","","3.4mm"
"リセドロン酸Na錠17.5mg「トーワ」","3999019F2162","","","7.1mm","3.3mm"
"リセドロン酸Na錠17.5mg「日医工」","3999019F2170","","","4.6×9.2mm","3.3mm"
"リセドロン酸Na錠17.5mg「日新」","3999019F2189","8.1mm","4.6mm","",""
"リセドロン酸Na錠17.5mg「明治」","3999019F2200","","","長径8.2（mm）短径4.6（mm）","3.4（mm）"
"アクトネル錠75mg","3999019F3029","約10.2mm","約5.2mm","","約4.0mm"
"ベネット錠75mg","3999019F3037","10.2mm","5.2mm","","約4.2mm"
"リセドロン酸Na錠75mg「トーワ」","3999019F3045","10.2mm","5.2","","4.2mm"
"リセドロン酸Na錠75mg「日医工」","3999019F3053","","","10.2×5.2mm","3.7mm"
"リセドロン酸Na錠75mg「サワイ」","3999019F3061","","","10.2mm×5.2mm","4.2mm"
"アラバ錠10mg","3999020F1029","","","7.1mm","4.1mm"
"アラバ錠20mg","3999020F2025","","","7.1mm","4.1mm"
"アラバ錠100mg","3999020F3021","","","9.6mm","5.2mm"
"エビスタ錠60mg","3999021F1023","約12.1mm","約6.6mm","","約4.3mm"
"ラロキシフェン塩酸塩錠60mg「サワイ」","3999021F1031","","","12.2mm×6.6mm","4.5mm"
"ラロキシフェン塩酸塩錠60mg「テバ」","3999021F1066","12.2mm","6.1mm","","3.7mm"
"ラロキシフェン塩酸塩錠60mg「トーワ」","3999021F1090","12.1mm","6.6mm","","4.4mm"
"ラロキシフェン塩酸塩錠60mg「日医工」","3999021F1104","","","12.2×6.6mm","4.5mm"
"ラロキシフェン塩酸塩錠60mg「日新」","3999021F1112","12.2mm","6.6mm","",""
"レグパラ錠25mg","3999023F1022","","","8mm","4mm"
"レグパラ錠75mg","3999023F2029","","","8mm","4mm"
"レグパラ錠12.5mg","3999023F3025","","","6mm","3.4mm"
"ピレスパ錠200mg","3999025F1021","約12.2mm","約 6.4mm","","約 4.5mm"
"ピルフェニドン錠200mg「日医工」","3999025F1030","","","12.3×6.4mm","4.6mm"
"ボノテオ錠1mg","3999026F1026","","","約6.6mm","約3.0mm"
"リカルボン錠1mg","3999026F1034","","","約6.6mm","約3.0mm"
"ミノドロン酸錠1mg「YD」","3999026F1050","","","約6.6mm","約2.8mm"
"ミノドロン酸錠1mg「サワイ」","3999026F1077","","","6.6mm","2.8mm"
"ミノドロン酸錠1mg「トーワ」","3999026F1093","","","6.6mm","2.8mm"
"ミノドロン酸錠1mg「日医工」","3999026F1107","","","6.6mm","2.8mm"
"ミノドロン酸錠1mg「ニプロ」","3999026F1115","","","6.6mm","3.0mm"
"ボノテオ錠50mg","3999026F2022","約13.1mm","約7.0mm","","約4.1mm"
"リカルボン錠50mg","3999026F2030","約13.1mm","約7.0mm","","約4.1mm"
"ミノドロン酸錠50mg「YD」","3999026F2057","約13.2mm","約 7.2mm","","約4.4mm"
"ミノドロン酸錠50mg「YD」","3999026F2057","約13.2mm","約7.2mm","","約4.4mm"
"ミノドロン酸錠50mg「サワイ」","3999026F2073","","","13.2mm×7.2mm","4.4mm"
"ミノドロン酸錠50mg「トーワ」","3999026F2090","13.1mm","7.1mm","","4.2mm"
"ミノドロン酸錠50mg「日医工」","3999026F2103","","","13.1×7mm","4mm"
"ミノドロン酸錠50mg「ニプロ」","3999026F2111","12.1mm","6.1mm","","4.4mm"
"バゼドキシフェン錠20mg「サワイ」","3999027F1039","","","11.2mm×6.2mm","5.0mm"
"イムセラカプセル0.5mg","3999029M1029","15.9mm","5.8mm","",""
"ケアラム錠25mg","3999031F1035","","","約7.6mm","約4.1mm"
"イグラチモド錠25mg「サワイ」","3999031F1043","","","7.6mm","4.1mm"
"ブフェニール錠500mg","3999032F1021","約16mm","約9.5mm","","約6.7mm"
"エルカルチンFF錠100mg","3999033F1026","","","7.4mm","4.1mm"
"レボカルニチンFF錠100mg「トーワ」","3999033F1034","","","8.2mm","3.8mm"
"レボカルニチンFF錠100mg「アメル」","3999033F1042","","","約7.2mm","約3.2mm"
"エルカルチンFF錠250mg","3999033F2022","","","10.5mm","5.4mm"
"レボカルニチンFF錠250mg「トーワ」","3999033F2030","","","11.2mm","5.2mm"
"レボカルニチンFF錠250mg「アメル」","3999033F2049","","","約10.3mm","約4.1mm"
"サデルガカプセル100mg","3999037M1023","約18.0mm","約6.2mm","",""
"プラケニル錠200mg","3999038F1029","12.9mm","6.2mm","","4.4mm"
"ヒドロキシクロロキン硫酸塩錠200mg「DSEP」","3999038F1037","12.9mm","6.2mm","","4.4mm"
"ヒドロキシクロロキン硫酸塩錠200mg「サワイ」","3999038F1045","","","11.2mm×6.2mm","4.5mm"
"オフェブカプセル100mg","3999039M1022","約16.3mm","","約6.2mm",""
"オフェブカプセル150mg","3999039M2029","約17.6mm","","約7.1mm",""
"カーバグル分散錠200mg","3999041X1026","約18.0mm","約6.0mm","","約4.6mm"
"オテズラ錠10mg","3999042F1025","8.18mm","4.42mm","","3.45mm"
"オテズラ錠20mg","3999042F2021","10.32mm","5.55mm","","4.34mm"
"オテズラ錠30mg","3999042F3028","11.81mm","6.35mm","","4.97mm"
"オルミエント錠2mg","3999043F1020","約9.0mm","約7.5mm","","約3mm"
"オルミエント錠4mg","3999043F2026","","","約8.5mm","約3mm"
"オルミエント錠1mg","3999043F3022","","","約6.75mm","2.5mm"
"オルケディア錠1mg","3999044F1024","","","7.2mm","3.3mm"
"オルケディア錠2mg","3999044F2020","","","7.2mm","3.3mm"
"オルケディア錠4mg","3999044F3027","","","7.2mm","3.3mm"
"スマイラフ錠50mg","3999046F1023","","","約7.6mm","約3.5mm"
"スマイラフ錠100mg","3999046F2020","","","約9.1mm","約4.8mm"
"エベレンゾ錠20mg","3999047F1028","","","約5.6mm","約3.0mm"
"エベレンゾ錠50mg","3999047F2024","","","約8.1mm","約3.7mm"
"エベレンゾ錠100mg","3999047F3020","約13.1mm","約7.0mm","","約5.0mm"
"バフセオ錠150mg","3999050F1020","","","約8.1mm","約4.4mm"
"バフセオ錠300mg","3999050F2026","約12.9mm","約7.8mm","","約6.0mm"
"メーゼント錠0.25mg","3999051F1024","","","6.2mm","2.8mm"
"メーゼント錠2mg","3999051F2020","","","6.2mm","2.8mm"
"エナロイ錠2mg","3999052F1029","","","約7.1mm","約3.2mm"
"エナロイ錠4mg","3999052F2025","","","約7.1mm","約3.2mm"
"ジセレカ錠100mg","3999053F1023","約12mm","約7mm","",""
"ジセレカ錠200mg","3999053F2020","約17mm","約8mm","",""
"エドルミズ錠50mg","3999054F1028","約14.1mm","約6.6mm","","約5.2mm"
"マスーレッド錠5mg","3999055F1022","","","5mm","2.9mm"
"マスーレッド錠12.5mg","3999055F2029","","","5.5mm","2.4mm"
"マスーレッド錠25mg","3999055F3025","","","7mm","3.1mm"
"マスーレッド錠75mg","3999055F4021","11mm","5mm","","4.5mm"
"タブネオスカプセル10mg","3999056M1026","約22mm","約8mm","",""
"ゾキンヴィカプセル50mg","3999061M1027","14.3mm","5.3mm","",""
"ゾキンヴィカプセル75mg","3999061M2023","15.9mm","5.8mm","",""
"ボイデヤ錠50mg","3999062F1022","","","約8mm","約3.8mm"
"レズロック錠200mg","3999063F1027","14.9（mm）","7.5（mm）","","5.9（mm）"
"ルプキネスカプセル7.9mg","3999065M1025","約12.5mm","約6.3mm","",""
"フジケノン粒状錠125","39990F2F1022","","","約4mm","約3.3mm"
"エンドキサン錠50mg","4211002F1044","","","約8.1mm","約4.6mm"
"アルケラン錠2mg","4219002F1034","","","6.5mm","3.5mm"
"テモゾロミド錠20mg「NK」","4219004F1025","","","約6.1mm","約2.4mm"
"テモゾロミド錠100mg「NK」","4219004F2021","","","約8.6mm","約4.2mm"
"ギリアデル脳内留置用剤7.7mg","4219700X1020","","","約14.0mm","約1.3mm"
"カペシタビン錠300mg「サワイ」","4223005F1030","","","13.4mm×7.1mm","4.8mm"
"カペシタビン錠300mg「トーワ」","4223005F1049","13.5mm","7.2mm","","4.8mm"
"カペシタビン錠300mg「日医工」","4223005F1057","13.5mm","7.2mm","","4.8mm"
"カペシタビン錠300mg「NK」","4223005F1081","約13.4mm","約7.1mm","","約4.8mm"
"フルダラ錠10mg","4229002F1022","10.8mm","4.2mm","","3.3mm"
"ユーエフティ配合カプセルT100","4229100M2035","6.3mm","6.0mm","",""
"エスエーワン配合OD錠T20","4229101F1034","","","7.1mm","3.2mm"
"エスエーワン配合OD錠T25","4229101F2030","","","7.6mm","3.5mm"
"ノルバデックス錠10mg","4291003F1163","","","約8.1mm","約3.3mm"
"タモキシフェン錠10mg「明治」","4291003F1201","","","7.0mm","3.0mm"
"タモキシフェン錠10mg「サワイ」","4291003F1228","","","7.0mm","3.0mm"
"タモキシフェン錠10mg「DSEP」","4291003F1252","","","約8.1mm","約3.3mm"
"ノルバデックス錠20mg","4291003F2054","","","約10.1mm","約4.4mm"
"タモキシフェン錠20mg「サワイ」","4291003F2062","","","10.1mm","4.4mm"
"タモキシフェン錠20mg「明治」","4291003F2089","","","10.1mm","4.4mm"
"タモキシフェン錠20mg「DSEP」","4291003F2119","","","約10.1mm","約4.4mm"
"オダイン錠125mg","4291005F1057","","","8.5mm","約4.0mm"
"ベサノイドカプセル10mg","4291006M1034","約10.0mm","約7.0mm","",""
"フェアストン錠40","4291007F1021","","","7.5mm","約3.2mm"
"トレミフェン錠40mg「サワイ」","4291007F1030","","","7.5mm","3.2mm"
"トレミフェン錠60mg「サワイ」","4291007F2036","","","9.0mm","3.5mm"
"カソデックス錠80mg","4291009F1039","","","約7.6mm","約4.3mm"
"ビカルタミド錠80mg「NP」","4291009F1080","","","7.6mm","4.3mm"
"ビカルタミド錠80mg「SN」","4291009F1098","","","7.6mm","4.0mm"
"ビカルタミド錠80mg「サワイ」","4291009F1136","","","7.6mm","4.4mm"
"ビカルタミド錠80mg「日医工」","4291009F1160","","","7.6mm","4.3mm"
"ビカルタミド錠80mg「トーワ」","4291009F1217","","","7.6mm","4.3mm"
"ビカルタミド錠80mg「ケミファ」","4291009F1225","","","7.6mm","4.0mm"
"ビカルタミド錠80mg「DSEP」","4291009F1276","","","約7.6mm","約4.3mm"
"ビカルタミド錠80mg「NIG」","4291009F1292","","","7.6mm","4.0mm"
"カソデックスOD錠80mg","4291009F2027","","","約10mm","約3.0mm"
"ビカルタミドOD錠80mg「ケミファ」","4291009F2060","","","10.1mm","2.9mm"
"ビカルタミドOD錠80mg「サワイ」","4291009F2078","","","10.0mm","3.2mm"
"ビカルタミドOD錠80mg「日医工」","4291009F2086","","","10mm","2.9mm"
"ビカルタミドOD錠80mg「ニプロ」","4291009F2094","","","10.0mm","2.9mm"
"ビカルタミドOD錠80mg「トーワ」","4291009F2116","","","10.0mm","4.4mm"
"ビカルタミドOD錠80mg「DSEP」","4291009F2124","","","約10mm","約3.0mm"
"アリミデックス錠1mg","4291010F1031","","","約6.0mm","約3.2mm"
"アナストロゾール錠1mg「F」","4291010F1058","","","約6.1mm","約3.3mm"
"アナストロゾール錠1mg「NK」","4291010F1090","","","約6.1mm","約3.2mm"
"アナストロゾール錠1mg「NP」","4291010F1104","","","6.1mm","2.8mm"
"アナストロゾール錠1mg「サワイ」","4291010F1147","","","6.1mm","3.3mm"
"アナストロゾール錠1mg「トーワ」","4291010F1171","","","6.1mm","2.8mm"
"アナストロゾール錠1mg「明治」","4291010F1201","","","6.1（mm）","3.3（mm）"
"アナストロゾール錠1mg「DSEP」","4291010F1228","","","約6.0mm","約3.2mm"
"グリベック錠100mg","4291011F1028","","","約9.2mm","約3.1mm"
"イマチニブ錠100mg「NK」","4291011F1052","","","約8.1mm","約3.3mm"
"イマチニブ錠100mg「DSEP」","4291011F1079","","","7.6mm","3.3mm"
"イマチニブ錠100mg「ニプロ」","4291011F1095","","","8.2mm","4.7mm"
"イマチニブ錠100mg「明治」","4291011F1109","","","8.2（mm）","4.7（mm）"
"イマチニブ錠100mg「オーハラ」","4291011F1117","","","7.6mm","3.3mm"
"イマチニブ錠100mg「サワイ」","4291011F1133","","","9.2mm","3.9mm"
"イマチニブ錠100mg「トーワ」","4291011F1168","","","8.6mm","3.9mm"
"イマチニブ錠100mg「KMP」","4291011F1206","","","7.6mm","3.3mm"
"イマチニブ錠100mg「NIG」","4291011F1214","","","9.1mm","3.7mm"
"イマチニブ錠200mg「ニプロ」","4291011F2024","","","10.1mm","5.9mm"
"イマチニブ錠200mg「明治」","4291011F2032","","","10.1（mm）","6.0（mm）"
"イマチニブ錠200mg「トーワ」","4291011F2059","16.0mm","7.4mm","","4.7mm"
"イマチニブ錠200mg「サワイ」","4291011F2075","","","13.7mm×6.9mm","5.4mm"
"エキセメスタン錠25mg「NIG」","4291012F1073","","","6.0mm","4.2mm"
"イレッサ錠250","4291013F1027","","","約11mm","約5.4mm"
"ゲフィチニブ錠250mg「DSEP」","4291013F1035","","","約11mm","約5.4mm"
"ゲフィチニブ錠250mg「NK」","4291013F1051","","","約9.1mm","約5.5mm"
"ゲフィチニブ錠250mg「サワイ」","4291013F1060","","","10.6mm","5.4mm"
"ゲフィチニブ錠250mg「サンド」","4291013F1078","","","11.1mm","5.5mm"
"ゲフィチニブ錠250mg「日医工」","4291013F1086","","","11.1mm","5.5mm"
"ゲフィチニブ錠250mg「ヤクルト」","4291013F1094","","","9.6mm","4.7mm"
"アムノレイク錠2mg","4291014F1021","","","7mm","3mm"
"レトロゾール錠2.5mg「DSEP」","4291015F1034","","","6.1mm","3.3mm"
"レトロゾール錠2.5mg「F」","4291015F1050","","","6.2mm","3.2mm"
"レトロゾール錠2.5mg「サワイ」","4291015F1123","","","6.1mm","3.3mm"
"レトロゾール錠2.5mg「トーワ」","4291015F1140","","","6.1mm","3.0mm"
"レトロゾール錠2.5mg「ニプロ」","4291015F1166","","","6.1mm","3.2mm"
"レトロゾール錠2.5mg「明治」","4291015F1182","","","6.1（mm）","3.1（mm）"
"エルロチニブ錠25mg「NK」","4291016F1039","","","約6.5mm","約3.2mm"
"エルロチニブ錠100mg「NK」","4291016F2035","","","約8.6mm","約4.3mm"
"エルロチニブ錠150mg「NK」","4291016F3031","","","約9.6mm","約5.0mm"
"ネクサバール錠200mg","4291017F1025","","","10mm","4.5mm"
"サレドカプセル100","4291019M1023","約18.0mm","約6.3mm","",""
"サレドカプセル50","4291019M2020","約14.3mm","約5.3mm","",""
"サレドカプセル25","4291019M3026","約14.3mm","約5.3mm","",""
"ダサチニブ錠20mg「NK」","4291020F1043","","","5.6mm","3.3mm"
"ダサチニブ錠20mg「サワイ」","4291020F1051","","","5.7mm","3.3mm"
"ダサチニブ錠20mg「トーワ」","4291020F1060","","","5.6mm","3.0mm"
"ダサチニブ錠50mg「NK」","4291020F2040","11.1mm","6.1mm","","3.8mm"
"ダサチニブ錠50mg「サワイ」","4291020F2058","","","10.9mm×5.9mm","3.6mm"
"ダサチニブ錠50mg「トーワ」","4291020F2066","10.9mm","5.8mm","","3.7mm"
"レブラミドカプセル5mg","4291024M1024","18.0mm","6.35mm","",""
"レナリドミドカプセル5mg「BMSH」","4291024M1032","18.0mm","6.35mm","",""
"レナリドミドカプセル5mg「F」","4291024M1040","18.0mm","6.35mm","",""
"レナリドミドカプセル5mg「FNK」","4291024M1075","約15.8mm","約5.8mm","",""
"レブラミドカプセル2.5mg","4291024M2020","14.3mm","5.32mm","",""
"レナリドミドカプセル2.5mg「BMSH」","4291024M2039","14.3mm","5.32mm","",""
"レナリドミドカプセル2.5mg「F」","4291024M2047","14.3mm","5.32mm","",""
"レナリドミドカプセル2.5mg「FNK」","4291024M2071","約14.3mm","約5.3mm","",""
"ゾリンザカプセル100mg","4291025M1029","約15.9mm","約5.82mm","",""
"スチバーガ錠40mg","4291029F1028","16mm","7mm","","5.6mm"
"イクスタンジ錠40mg","4291031F1025","","","約10.1mm","約4.6mm"
"イクスタンジ錠80mg","4291031F2021","約17.2mm","約9.1mm","","約5.9mm"
"ラパリムス錠1mg","4291035F1023","","","約9.8mm","約4.7mm"
"ポマリストカプセル1mg","4291038M1026","約15.9mm","約5.8mm","",""
"ポマリストカプセル2mg","4291038M2022","約19.4mm","約6.9mm","",""
"ポマリストカプセル3mg","4291038M3029","約19.4mm","約6.9mm","",""
"ポマリストカプセル4mg","4291038M4025","約19.4mm","約6.9mm","",""
"カプレルサ錠100mg","4291041F1029","","","約8.5mm","約3.9mm"
"タグリッソ錠40mg","4291045F1027","","","約9mm","約4.0mm"
"タグリッソ錠80mg","4291045F2023","","","約14.5mm x 約7.3mm","約5.3mm"
"アイクルシグ錠15mg","4291048F1020","","","6.4mm","3.2mm"
"ニンラーロカプセル2.3mg","4291049M1024","約14.3mm","5.3mm","",""
"ニンラーロカプセル3mg","4291049M2020","約14.3mm","5.3mm","",""
"ニンラーロカプセル4mg","4291049M3027","約15.9mm","5.8mm","",""
"ニンラーロカプセル0.5mg","4291049M4023","約15.9mm","5.8mm","",""
"リムパーザ錠100mg","4291052F1027","約14.7mm","約7.6mm","","約4.7mm"
"リムパーザ錠150mg","4291052F2023","約14.7mm","約7.6mm","","約6.8mm"
"ゾスパタ錠40mg","4291053F1021","","","約7.1mm","約3.5mm"
"ビラフトビカプセル50mg","4291057M1029","約21.7mm","約7.3mm","",""
"ビラフトビカプセル75mg","4291057M2025","約23.3mm","約8.2mm","",""
"メクトビ錠15mg","4291058F1024","約12.3mm","約5.3mm","","約4.2mm"
"ヴァンフリタ錠17.7mg","4291060F1021","","","9.0mm","約3.9mm"
"ヴァンフリタ錠26.5mg","4291060F2028","","","10.2mm","約4.6mm"
"ニュベクオ錠300mg","4291063F1025","16mm","8mm","","5mm"
"カボメティクス錠20mg","4291064F1020","","","約5.6mm","約3.8mm"
"カボメティクス錠60mg","4291064F2026","約11.3mm","約6.3mm","","約5.0mm"
"テプミトコ錠250mg","4291065F1024","18mm","9mm","","6.9mm"
"ベレキシブル錠80mg","4291066F1029","約12.3mm","約5.3mm","","約3.9mm"
"タブレクタ錠150mg","4291067F1023","18.3mm","7.3mm","","6.4mm"
"タブレクタ錠200mg","4291067F2020","20.3mm","8.1mm","","6.9mm"
"ゼジューラ錠100mg","4291068F1028","約12.2mm","約8.2mm","","約5.3mm"
"アルンブリグ錠30mg","4291069F1022","","","約7.1mm","約3.6mm"
"アルンブリグ錠90mg","4291069F2029","約14.8mm","約6.7mm","","約5.1mm"
"カルケンスカプセル100mg","4291070M1024","約19.4mm","約6.9mm","",""
"ペマジール錠4.5mg","4291072F1024","","","約5.8mm","約3.35mm"
"タズベリク錠200mg","4291073F1029","","","10.1mm","5.6mm"
"ハイヤスタ錠10mg","4291074F1023","","","9.7（mm）","3.9（mm）"
"ルマケラス錠120mg","4291076F1022","16.00mm","7.11mm","","5.58mm"
"ジェセリ錠40mg","4291078F1021","","","7.7mm","3.4mm"
"エザルミア錠50mg","4291079F1026","","","8.1mm","約4.4mm"
"エザルミア錠100mg","4291079F2022","14.1mm","6.7mm","","約5.0mm"
"リトゴビ錠4mg","4291080F1029","","","6.1mm","3.0mm"
"トルカプ錠160mg","4291082F1028","","","約10mm","約4.5mm"
"トルカプ錠200mg","4291082F2024","","","約14.5mm×約7.3mm","約5.0mm"
"タスフィゴ錠35mg","4291087F1020","","","8.1mm","4.2mm"
"フリュザクラカプセル1mg","4291088M1024","約15.9mm","約5.8mm","",""
"フリュザクラカプセル5mg","4291088M2020","約19.4mm","約6.9mm","",""
"ティブソボ錠250mg","4291090F1022","約18.0mm","約8.4mm","","約7.3mm"
"カルケンス錠100mg","4291092F1021","約7.7mm × 約13.2mm","","","約5.3mm"
"ウェリレグ錠40mg","4291094F1020","約13.6mm","約8.4mm","","約5.6mm"
"アビラテロン酢酸エステル錠250mg「サワイ」","42910G0F2021","","","13.4mm×7.1mm","4.9mm"
"アビラテロン酢酸エステル錠250mg「NK」","42910G0F2030","","","13.4mm×7.1mm","4.9mm"
"アビラテロン酢酸エステル錠250mg「DSEP」","42910G0F2056","16.0mm","9.6mm","","6.3mm"
"アビラテロン酢酸エステル錠250mg「ニプロ」","42910G0F2072","15.5mm","6.6mm","","5.0mm"
"ヘルネクシオス錠60mg","42910J0F1023","約15mm","約7mm","","約5mm"
"ボラニゴ錠10mg","42910J1F1028","","","6mm","3.6mm"
"ボラニゴ錠40mg","42910J1F2024","14.8mm","6.3mm","","4.6mm"
"アグリリンカプセル0.5mg","4299003M1020","約14.3mm","約5.32mm（キャップ）","",""
"コセルゴカプセル10mg","4299004M1025","約14mm","約5mm","",""
"コセルゴカプセル25mg","4299004M2021","約14mm","約5mm","",""
"ロンサーフ配合錠T15","4299100F1026","","","7.1mm","2.7mm"
"ロンサーフ配合錠T20","4299100F2022","","","7.6mm","3.2mm"
"ヒベルナ糖衣錠5mg","4413002F1040","","","6.4mm","3.7mm"
"ヒベルナ糖衣錠25mg","4413002F2062","","","7.8mm","4.6mm"
"ニポラジン錠3mg","4413004F1200","","","8.0mm","2.6mm"
"メキタジン錠3mg「ツルハラ」","4413004F1235","","","約 6.0mm","約 2.5mm"
"メキタジン錠3mg「サワイ」","4413004F1308","","","7.0mm","2.2mm"
"メキタジン錠3mg「トーワ」","4413004F1316","","","8.0mm","2.6mm"
"メキタジン錠3mg「NIG」","4413004F1332","","","7.0mm","2.5mm"
"ポララミン錠2mg","4419002F1027","約7.7mm","約5.1mm","","約2.8mm"
"d-クロルフェニラミンマレイン酸塩錠2mg「NIG」","4419002F1051","7.0mm","","","2.2mm"
"ペリアクチン錠4mg","4419005F1047","","","8.1mm","2.8mm"
"ケトチフェンカプセル1mg「ツルハラ」","4490003M1409","約14.0mm","約 5.4mm","",""
"アゼプチン錠0.5mg","4490004F1021","","","6.2mm","3.5mm"
"アゼラスチン塩酸塩錠0.5mg「ツルハラ」","4490004F1110","","","約5.6mm","約2.7mm"
"アゼラスチン塩酸塩錠0.5mg「トーワ」","4490004F1129","","","6.2mm","3.0mm"
"アゼラスチン塩酸塩錠0.5mg「NIG」","4490004F1137","","","6.7mm","3.5mm"
"アゼプチン錠1mg","4490004F2028","","","6.7mm","3.7mm"
"アゼラスチン塩酸塩錠1mg「ツルハラ」","4490004F2338","","","約6.1mm","約2.8mm"
"アゼラスチン塩酸塩錠1mg「トーワ」","4490004F2346","","","6.5mm","3.6mm"
"アゼラスチン塩酸塩錠1mg「NIG」","4490004F2354","","","6.6mm","3.2mm"
"オキサトミド錠30mg「クニヒロ」","4490005F1530","","","7.0mm","2.5mm"
"オキサトミド錠30mg「NP」","4490005F1581","","","6.5mm","2.5mm"
"オキサトミド錠30mg「ツルハラ」","4490005F1590","","","約6.5mm","約2.6mm"
