"名称","個別医薬品コード","長径","短径","直径","厚さ"
"サルポグレラート塩酸塩錠50mg「ケミファ」","3399006F1174","","","6.6","3.2"
"サルポグレラート塩酸塩錠50mg「サワイ」","3399006F1182","","","7.6","3.6"
"サルポグレラート塩酸塩錠50mg「トーワ」","3399006F1220","","","6.6","3.2"
"サルポグレラート塩酸塩錠50mg「杏林」","3399006F1280","","","7.6","3.6"
"サルポグレラート塩酸塩錠50mg「NIG」","3399006F1301","","","7.1","4.3"
"アンプラーグ錠100mg","3399006F2022","","","7.7","4.1"
"サルポグレラート塩酸塩錠100mg「NP」","3399006F2090","","","7.6","4.0"
"サルポグレラート塩酸塩錠100mg「TCK」","3399006F2111","","","8.1","4.2"
"サルポグレラート塩酸塩錠100mg「TSU」","3399006F2120","","","8.7","4.3"
"サルポグレラート塩酸塩錠100mg「オーハラ」","3399006F2162","","","8.6","4.2"
"サルポグレラート塩酸塩錠100mg「ケミファ」","3399006F2170","","","8.6","4.5"
"サルポグレラート塩酸塩錠100mg「サワイ」","3399006F2189","","","8.6","4.2"
"サルポグレラート塩酸塩錠100mg「トーワ」","3399006F2227","","","8.1","4.2"
"サルポグレラート塩酸塩錠100mg「杏林」","3399006F2286","","","8.6","4.2"
"サルポグレラート塩酸塩錠100mg「NIG」","3399006F2308","","","8.6","5.0"
"バイアスピリン錠100mg","3399007H1021","","","7.3","3.2"
"アスピリン腸溶錠100mg「トーワ」","3399007H1080","","","7.3","3.2"
"アスピリン腸溶錠100mg「日医工」","3399007H1102","","","7.2","3.4"
"アスピリン腸溶錠100mg「ZE」","3399007H1137","","","7.2","3.4"
"プラビックス錠25mg","3399008F1025","","","6.8","3.7"
"クロピドグレル錠25mg「SANIK」","3399008F1114","","","6.8","3.7"
"クロピドグレル錠25mg「TCK」","3399008F1130","","","6.6","3.3"
"クロピドグレル錠25mg「YD」","3399008F1149","","","6.1","2.9"
"クロピドグレル錠25mg「杏林」","3399008F1181","","","6.7","3.4"
"クロピドグレル錠25mg「サワイ」","3399008F1203","","","6.7","3.8"
"クロピドグレル錠25mg「三和」","3399008F1220","","","6.6","3.4"
"クロピドグレル錠25mg「ツルハラ」","3399008F1246","","","6.1","2.8"
"クロピドグレル錠25mg「トーワ」","3399008F1262","","","5.7","2.8"
"クロピドグレル錠25mg「クニヒロ」","3399008F1343","","","6.7","3.7"
"クロピドグレル錠25mg「NP」","3399008F1360","","","6.6","3.2"
"プラビックス錠75mg","3399008F2021","","","8.7","4.9"
"クロピドグレル錠75mg「SANIK」","3399008F2110","","","8.7","4.9"
"クロピドグレル錠75mg「TCK」","3399008F2137","","","8.6","4.5"
"クロピドグレル錠75mg「YD」","3399008F2145","","","8.6","4.1"
"クロピドグレル錠75mg「杏林」","3399008F2188","","","8.7","4.8"
"クロピドグレル錠75mg「サワイ」","3399008F2200","","","8.7","4.9"
"クロピドグレル錠75mg「三和」","3399008F2226","","","8.6","4.9"
"クロピドグレル錠75mg「ツルハラ」","3399008F2242","","","8.1","4.5"
"クロピドグレル錠75mg「トーワ」","3399008F2269","","","8.2","3.6"
"クロピドグレル錠75mg「クニヒロ」","3399008F2340","","","8.7","4.9"
"クロピドグレル錠75mg「NP」","3399008F2366","","","8.7","4.5"
"クロピドグレル錠50mg「TCK」","3399008F3044","","","8.1","4.2"
"クロピドグレル錠50mg「サワイ」","3399008F3052","","","7.7","4.2"
"クロピドグレル錠50mg「NP」","3399008F3087","","","8.1","4.2"
"エフィエント錠3.75mg","3399009F1020","7.3","5.1","","3.2"
"エフィエント錠5mg","3399009F2026","8.7","4.7","","2.9"
"エフィエント錠2.5mg","3399009F3022","","","6.7","3.2"
"エフィエントOD錠20mg","3399009F5025","14.1","6.6","","5.2"
"ムルプレタ錠3mg","3399010F1022","","","7.0","4.0"
"ブリリンタ錠60mg","3399011F1027","","","8.1","3.8"
"ブリリンタ錠90mg","3399011F2023","","","9.2","4.6"
"ニトギス配合錠A81","3399100F1094","","","8.0","3.6"
"バッサミン配合錠A81","3399100F1108","","","8.0","3.6"
"バファリン配合錠A81","3399100F1116","","","8.0","3.8"
"ファモター配合錠A81","3399100F1124","","","8.0","3.6"
"コンプラビン配合錠","3399101F1021","","","11","6"
"ロレアス配合錠「SANIK」","3399101F1048","","","11","6"
"ロレアス配合錠「杏林」","3399101F1056","","","10.7","5.7"
"タケルダ配合錠","3399102F1026","","","10.0","5.4"
"キャブピリン配合錠","3399103F1020","","","8.0","3.9"
"リバオール錠20mg","3919002F1038","","","7.1","3.0"
"グリチロン配合錠","3919100F1150","","","8.1","5.0"
"タチオン錠50mg","3922001F1098","","","8.9","4.3"
"タチオン錠100mg","3922001F2248","","","10.2","5.9"
"グルタチオン錠100mg「ツルハラ」","3922001F2345","","","8.7","5.4"
"クレメジン速崩錠500mg","3929003F1020","","","15","7.4"
"クレメジンカプセル200mg","3929003M1054","19.9","6.9","",""
"ユーゼル錠25mg","3929004F2021","","","8.0","3.5"
"ホリナート錠25mg「タイホウ」","3929004F2048","","","8.0","3.5"
"ホリナート錠25mg「DSEP」","3929004F2056","","","8.1","3.4"
"ホリナート錠25mg「オーハラ」","3929004F2099","","","8.1","3.4"
"ホリナート錠25mg「サワイ」","3929004F2102","","","7.0","3.4"
"ホリナート錠25mg「トーワ」","3929004F2129","","","8.0","3.5"
"ホリナート錠25mg「NIG」","3929004F2137","","","8.0","3.5"
"ノベルジン錠25mg","3929007F1029","","","6.5","3.2"
"酢酸亜鉛錠25mg「サワイ」","3929007F1037","","","6.5","3.3"
"酢酸亜鉛錠25mg「ケミファ」","3929007F1053","","","6.6","3.2"
"ノベルジン錠50mg","3929007F2025","","","8.5","3.8"
"酢酸亜鉛錠50mg「サワイ」","3929007F2033","","","8.5","3.9"
"酢酸亜鉛錠50mg「ケミファ」","3929007F2050","","","8.6","3.9"
"ベネシッド錠250mg","3942001F1040","","","10.1","5.8"
"アロプリノール錠100mg「アメル」","3943001F1322","","","9.6","3.9"
"アロプリノール錠100mg「杏林」","3943001F1551","","","9.6","3.9"
"アロプリノール錠100mg「サワイ」","3943001F1586","","","8.0","2.8"
"アロプリノール錠100mg「トーワ」","3943001F1594","","","9.5","4.7"
"アロプリノール錠100mg「ツルハラ」","3943001F1632","","","9.0","3.3"
"アロプリノール錠100mg「あゆみ」","3943001F1640","","","9.0","3.6"
"アロプリノール錠100mg「TCK」","3943001F1659","","","9.0","4.3"
"アロプリノール錠100mg「DSP」","3943001F1691","","","8","2.4"
"アロプリノール錠100mg「VTRS」","3943001F1713","","","8.5","4.0"
"アロプリノール錠100mg「ニプロ」","3943001F1721","","","8.0","3.5"
"アロプリノール錠100mg「NIG」","3943001F1730","","","8.1","3.7"
"アロプリノール錠50mg「アメル」","3943001F2086","","","6.5","2.2"
"アロプリノール錠50mg「杏林」","3943001F2094","","","6.5","2.2"
"アロプリノール錠50mg「サワイ」","3943001F2248","","","6.5","3.0"
"アロプリノール錠50mg「トーワ」","3943001F2256","","","6.5","3.0"
"アロプリノール錠50mg「ツルハラ」","3943001F2280","","","6.5","2.2"
"アロプリノール錠50mg「あゆみ」","3943001F2302","","","6.5","2.2"
"アロプリノール錠50mg「TCK」","3943001F2310","","","6.5","2.2"
"アロプリノール錠50mg「DSP」","3943001F2353","","","6","2.2"
"アロプリノール錠50mg「VTRS」","3943001F2361","","","6.5","2.2"
"アロプリノール錠50mg「ニプロ」","3943001F2370","","","6.5","2.2"
"アロプリノール錠50mg「NIG」","3943001F2388","","","6.1","3.1"
"ユリノーム錠25mg","3949002F1053","","","6.5","2.1"
"ベンズブロマロン錠25mg「トーワ」","3949002F1142","","","6.0","1.9"
"ベンズブロマロン錠25mg「NIG」","3949002F1185","","","6.5","2.2"
"ユリノーム錠50mg","3949002F2114","","","7.5","2.4"
"ベンズブロマロン錠50mg「トーワ」","3949002F2203","","","7.0","2.8"
"ベンズブロマロン錠50mg「NIG」","3949002F2246","","","7.5","2.4"
"フェブリク錠10mg","3949003F1023","","","7","3"
"フェブキソスタット錠10mg「AFP」","3949003F1031","","","7.1","3.3"
"フェブキソスタット錠10mg「DSEP」","3949003F1040","","","7","3"
"フェブキソスタット錠10mg「TCK」","3949003F1066","","","7.1","3.3"
"フェブキソスタット錠10mg「YD」","3949003F1074","","","7.1","3.3"
"フェブキソスタット錠10mg「杏林」","3949003F1082","","","7.1","3.3"
"フェブキソスタット錠10mg「サワイ」","3949003F1104","","","7.1","3.2"
"フェブキソスタット錠10mg「トーワ」","3949003F1112","","","5.5","2.9"
"フェブキソスタット錠10mg「ニプロ」","3949003F1139","","","7.1","3.2"
"フェブキソスタット錠10mg「明治」","3949003F1147","","","6.1","2.7"
"フェブリク錠20mg","3949003F2020","","","7","3"
"フェブキソスタット錠20mg「AFP」","3949003F2038","","","7.1","3.2"
"フェブキソスタット錠20mg「DSEP」","3949003F2046","","","7","3"
"フェブキソスタット錠20mg「TCK」","3949003F2062","","","7.1","3.2"
"フェブキソスタット錠20mg「YD」","3949003F2070","","","7.1","3.2"
"フェブキソスタット錠20mg「杏林」","3949003F2089","","","7.1","3.2"
"フェブキソスタット錠20mg「サワイ」","3949003F2100","","","7.1","3.2"
"フェブキソスタット錠20mg「トーワ」","3949003F2119","","","7.0","3.4"
"フェブキソスタット錠20mg「ニプロ」","3949003F2135","","","7.1","3.2"
"フェブキソスタット錠20mg「明治」","3949003F2143","","","7.1","3.0"
"フェブリク錠40mg","3949003F3026","","","9","4"
"フェブキソスタット錠40mg「AFP」","3949003F3034","","","8.9","4.1"
"フェブキソスタット錠40mg「DSEP」","3949003F3042","","","9","4"
"フェブキソスタット錠40mg「TCK」","3949003F3069","","","8.9","4.1"
"フェブキソスタット錠40mg「YD」","3949003F3077","","","8.9","4.1"
"フェブキソスタット錠40mg「杏林」","3949003F3085","","","8.9","4.1"
"フェブキソスタット錠40mg「サワイ」","3949003F3107","","","9.1","3.8"
"フェブキソスタット錠40mg「トーワ」","3949003F3115","","","8.5","3.9"
"フェブキソスタット錠40mg「ニプロ」","3949003F3131","","","9.0","4.0"
"フェブキソスタット錠40mg「明治」","3949003F3140","","","9.1","3.7"
"フェブキソスタットOD錠10mg「サワイ」","3949003F4049","","","6.5","3.1"
"フェブキソスタットOD錠10mg「明治」","3949003F4065","","","6.0","2.8"
"フェブキソスタットOD錠20mg「サワイ」","3949003F5045","","","8.5","3.8"
"フェブキソスタットOD錠20mg「明治」","3949003F5061","","","7.0","3.0"
"フェブキソスタットOD錠40mg「明治」","3949003F6050","","","9.0","3.8"
"ウリアデック錠20mg","3949004F1028","","","6","2.4"
"トピロリック錠20mg","3949004F1036","","","6","2.4"
"ウリアデック錠40mg","3949004F2024","","","7","3.2"
"トピロリック錠40mg","3949004F2032","","","7","3.2"
"ウリアデック錠60mg","3949004F3020","","","8","3.7"
"トピロリック錠60mg","3949004F3039","","","8","3.7"
"ユリス錠0.5mg","3949005F1022","","","6.5","2.8"
"ユリス錠1mg","3949005F2029","","","8.0","3.8"
"ユリス錠2mg","3949005F3025","","","8.0","3.8"
"ジメリン錠250mg","3961001F1029","13.0","6.0","","4.8"
"デアメリンS錠250mg","3961002F1031","13.0","5.5","","4.2"
"グリベンクラミド錠1.25mg「トーワ」","3961003F1117","","","6.0","1.9"
"グリベンクラミド錠1.25mg「サワイ」","3961003F1168","","","6.0","1.9"
"グリベンクラミド錠1.25mg「三和」","3961003F1184","","","6.0","1.9"
"グリベンクラミド錠1.25mg「NIG」","3961003F1206","","","6.0","1.9"
"グリベンクラミド錠2.5mg「トーワ」","3961003F2172","8.0","4.0","","2.1"
"グリベンクラミド錠2.5mg「サワイ」","3961003F2229","","","7.0","2.4"
"グリベンクラミド錠2.5mg「三和」","3961003F2245","8.1","4.1","","2.3"
"グリベンクラミド錠2.5mg「NIG」","3961003F2261","8.1","4.1","","2.3"
"グリミクロン錠40mg","3961007F1115","","","6.5","2.2"
"グリクラジド錠40mg「NP」","3961007F1166","","","6.6","1.9"
"グリクラジド錠40mg「サワイ」","3961007F1204","","","6.0","2.4"
"グリクラジド錠40mg「トーワ」","3961007F1212","","","6.0","2.3"
"グリミクロンHA錠20mg","3961007F2022","","","6.5","2.1"
"グリクラジド錠20mg「NP」","3961007F2049","","","6.5","2.0"
"グリクラジド錠20mg「サワイ」","3961007F2090","","","6.5","2.0"
"グリクラジド錠20mg「トーワ」","3961007F2103","","","6.5","2.0"
"アマリール1mg錠","3961008F1020","","","6.0","2.2"
"グリメピリド錠1mg「AA」","3961008F1039","","","6.0","2.2"
"グリメピリド錠1mg「NP」","3961008F1101","","","6.0","2.4"
"グリメピリド錠1mg「TCK」","3961008F1110","","","6.0","2.2"
"グリメピリド錠1mg「YD」","3961008F1128","","","6","2.6"
"グリメピリド錠1mg「ZE」","3961008F1136","","","6.0","2.4"
"グリメピリド錠1mg「オーハラ」","3961008F1160","","","6.0","2.1"
"グリメピリド錠1mg「杏林」","3961008F1187","","","6.0","2.2"
"グリメピリド錠1mg「サワイ」","3961008F1217","","","6.0","2.3"
"グリメピリド錠1mg「三和」","3961008F1225","10.0","5.0","","3.9"
"グリメピリド錠1mg「トーワ」","3961008F1250","","","6.0","2.3"
"グリメピリド錠1mg「Me」","3961008F1357","","","6.0","2.4"
"グリメピリド錠1mg「NIG」","3961008F1390","","","6.0","2.2"
"グリメピリド錠1mg「NC」","3961008F1403","","","6.0","2.2"
"アマリール3mg錠","3961008F2027","","","8.0","2.6"
"グリメピリド錠3mg「AA」","3961008F2035","","","7.0","2.4"
"グリメピリド錠3mg「NP」","3961008F2108","","","8.0","2.8"
"グリメピリド錠3mg「TCK」","3961008F2116","","","8.1","2.5"
"グリメピリド錠3mg「YD」","3961008F2124","","","7","2.3"
"グリメピリド錠3mg「ZE」","3961008F2132","","","8.0","2.8"
"グリメピリド錠3mg「オーハラ」","3961008F2167","","","8.0","2.4"
"グリメピリド錠3mg「杏林」","3961008F2183","","","7.0","2.4"
"グリメピリド錠3mg「サワイ」","3961008F2213","","","8.0","2.8"
"グリメピリド錠3mg「三和」","3961008F2221","","","8.0","2.7"
"グリメピリド錠3mg「トーワ」","3961008F2256","","","8.0","2.7"
"グリメピリド錠3mg「Me」","3961008F2353","","","8.0","2.7"
"グリメピリド錠3mg「NIG」","3961008F2396","","","7.0","2.4"
"グリメピリド錠3mg「NC」","3961008F2400","","","8.0","2.6"
"アマリール0.5mg錠","3961008F3023","","","4.5","2.0"
"グリメピリド錠0.5mg「NP」","3961008F3031","","","6.0","1.8"
"グリメピリド錠0.5mg「三和」","3961008F3040","10.0","5.0","","3.6"
"グリメピリド錠0.5mg「ZE」","3961008F3058","","","6.0","1.8"
"グリメピリド錠0.5mg「AA」","3961008F3082","","","4.5","2.0"
"グリメピリド錠0.5mg「杏林」","3961008F3147","","","4.5","2.0"
"グリメピリド錠0.5mg「TCK」","3961008F3198","","","4.5","1.9"
"グリメピリド錠0.5mg「YD」","3961008F3201","","","5","1.9"
"グリメピリド錠0.5mg「オーハラ」","3961008F3210","","","4.5","1.8"
"グリメピリド錠0.5mg「サワイ」","3961008F3244","","","4.5","2.1"
"グリメピリド錠0.5mg「トーワ」","3961008F3279","","","5.0","2.3"
"グリメピリド錠0.5mg「Me」","3961008F3317","","","5.0","1.8"
"グリメピリド錠0.5mg「NIG」","3961008F3350","","","4.5","2.0"
"グリメピリド錠0.5mg「NC」","3961008F3368","","","4.5","2.0"
"グリメピリドOD錠1mg「ケミファ」","3961008F4054","","","6.0","3.0"
"グリメピリドOD錠1mg「日医工」","3961008F4097","","","7.0","2.6"
"グリメピリドOD錠1mg「トーワ」","3961008F4100","","","6.0","2.8"
"グリメピリドOD錠3mg「ケミファ」","3961008F5050","","","8.0","3.6"
"グリメピリドOD錠3mg「日医工」","3961008F5093","","","8.0","2.7"
"グリメピリドOD錠3mg「トーワ」","3961008F5107","","","8.0","3.3"
"グリメピリドOD錠0.5mg「ケミファ」","3961008F6065","","","5.0","2.1"
"グリメピリドOD錠0.5mg「日医工」","3961008F6081","","","6.0","2.4"
"グリメピリドOD錠0.5mg「トーワ」","3961008F6090","","","5.5","2.3"
"ブホルミン塩酸塩腸溶錠50mg「KO」","3962001F1123","","","8.2","3.8"
"メトホルミン塩酸塩錠250mg「SN」","3962002F1110","","","9.6","5.4"
"メトグルコ錠250mg","3962002F2027","","","9.1","4.1"
"メトホルミン塩酸塩錠250mgMT「DSEP」","3962002F2035","","","9.1","4.3"
"メトホルミン塩酸塩錠250mgMT「TCK」","3962002F2051","","","9.1","4.3"
"メトホルミン塩酸塩錠250mgMT「TE」","3962002F2060","","","9.2","4.2"
"メトホルミン塩酸塩錠250mgMT「三和」","3962002F2078","","","9.2","4.2"
"メトホルミン塩酸塩錠250mgMT「トーワ」","3962002F2086","","","9.1","4.6"
"メトホルミン塩酸塩錠250mgMT「日医工」","3962002F2094","","","9.1","4.6"
"メトホルミン塩酸塩錠250mgMT「ニプロ」","3962002F2108","","","9.2","4.3"
"メトホルミン塩酸塩錠250mgMT「DSPB」","3962002F2124","","","9.1","4.1"
"メトホルミン塩酸塩錠250mgMT「明治」","3962002F2132","","","9.2","4.2"
"メトグルコ錠500mg","3962002F3023","15.8","7.3","","5.7"
"メトホルミン塩酸塩錠500mgMT「DSEP」","3962002F3031","16.1","7.6","","5.4"
"メトホルミン塩酸塩錠500mgMT「TCK」","3962002F3058","15.6","7.1","","5.7"
"メトホルミン塩酸塩錠500mgMT「TE」","3962002F3066","13","8.7","","6.1"
"メトホルミン塩酸塩錠500mgMT「三和」","3962002F3074","13.7","8.7","","6.1"
"メトホルミン塩酸塩錠500mgMT「ニプロ」","3962002F3082","16.1","7.7","","5.3"
"メトホルミン塩酸塩錠500mgMT「トーワ」","3962002F3104","15.9","7.5","","5.6"
"メトホルミン塩酸塩錠500mgMT「日医工」","3962002F3112","","","15.8","5.6"
"メトホルミン塩酸塩錠500mgMT「DSPB」","3962002F3120","15.8","7.3","","5.7"
"メトホルミン塩酸塩錠500mgMT「明治」","3962002F3139","15.9","7.4","","5.6"
"アカルボース錠50mg「サワイ」","3969003F1093","","","7.0","3.2"
"アカルボース錠50mg「NIG」","3969003F1140","","","7.0","3.0"
"アカルボース錠100mg「サワイ」","3969003F2090","","","9.0","4.0"
"アカルボース錠100mg「NIG」","3969003F2146","","","9.0","3.8"
"ベイスン錠0.2","3969004F1020","","","7.1","2.6"
"ボグリボース錠0.2mg「トーワ」","3969004F1152","","","7.0","2.6"
"ボグリボース錠0.2mg「日医工」","3969004F1250","","","7.1","2.6"
"ボグリボース錠0.2mg「サワイ」","3969004F1268","","","7.0","2.4"
"ボグリボース錠0.2mg「YD」","3969004F1292","","","7","2.7"
"ボグリボース錠0.2mg「杏林」","3969004F1306","","","7.1","2.5"
"ボグリボース錠0.2mg「武田テバ」","3969004F1330","","","7.1","2.6"
"ボグリボース錠0.2mg「TCK」","3969004F1349","","","7.1","2.5"
"ベイスン錠0.3","3969004F2027","","","8.1","3.1"
"ボグリボース錠0.3mg「トーワ」","3969004F2159","","","8.0","3.0"
"ボグリボース錠0.3mg「日医工」","3969004F2256","","","8.1","3.1"
"ボグリボース錠0.3mg「サワイ」","3969004F2264","","","8.0","2.7"
"ボグリボース錠0.3mg「YD」","3969004F2299","","","8","3.1"
"ボグリボース錠0.3mg「杏林」","3969004F2302","","","8.1","3.0"
"ボグリボース錠0.3mg「武田テバ」","3969004F2337","","","8.1","3.1"
"ボグリボース錠0.3mg「TCK」","3969004F2345","","","8.1","3.0"
"ベイスンOD錠0.2","3969004F3023","","","7.6","2.7"
"ボグリボースOD錠0.2mg「ケミファ」","3969004F3058","","","7.5","2.7"
"ボグリボースOD錠0.2mg「サワイ」","3969004F3066","","","7.5","3.8"
"ボグリボースOD錠0.2mg「トーワ」","3969004F3082","","","7.0","2.8"
"ボグリボースOD錠0.2mg「日医工」","3969004F3112","","","7.6","2.4"
"ボグリボースOD錠0.2mg「武田テバ」","3969004F3147","","","7.6","2.7"
"ボグリボースOD錠0.2mg「杏林」","3969004F3155","","","6.5","2.4"
"ベイスンOD錠0.3","3969004F4020","","","8.6","3.2"
"ボグリボースOD錠0.3mg「ケミファ」","3969004F4054","","","8.5","3.2"
"ボグリボースOD錠0.3mg「サワイ」","3969004F4062","","","8.5","4.4"
"ボグリボースOD錠0.3mg「トーワ」","3969004F4089","","","8.0","3.2"
"ボグリボースOD錠0.3mg「日医工」","3969004F4119","","","8.6","2.8"
"ボグリボースOD錠0.3mg「武田テバ」","3969004F4143","","","8.6","3.2"
"ボグリボースOD錠0.3mg「杏林」","3969004F4151","","","7.0","2.5"
"スターシス錠30mg","3969006F1020","","","7.1","3.5"
"ナテグリニド錠30mg「テバ」","3969006F1054","","","7.1","3.6"
"ナテグリニド錠30mg「日医工」","3969006F1062","","","7.1","3.5"
"スターシス錠90mg","3969006F2026","","","8.1","4.3"
"ナテグリニド錠90mg「テバ」","3969006F2050","","","8.1","3.9"
"ナテグリニド錠90mg「日医工」","3969006F2069","","","8.1","4.2"
"アクトス錠15","3969007F1024","","","7.0","2.4"
"ピオグリタゾン錠15mg「DSEP」","3969007F1032","","","7.0","2.5"
"ピオグリタゾン錠15mg「TCK」","3969007F1083","","","7.0","2.4"
"ピオグリタゾン錠15mg「ZE」","3969007F1091","","","7.1","2.4"
"ピオグリタゾン錠15mg「サワイ」","3969007F1130","","","7.0","2.5"
"ピオグリタゾン錠15mg「サンド」","3969007F1148","","","7.09","2.06"
"ピオグリタゾン錠15mg「トーワ」","3969007F1180","","","7.0","2.5"
"ピオグリタゾン錠15mg「日医工」","3969007F1199","","","7.0","2.4"
"ピオグリタゾン錠15mg「モチダ」","3969007F1202","","","7.0","3.0"
"ピオグリタゾン錠15mg「TSU」","3969007F1253","","","6.0","2.4"
"ピオグリタゾン錠15mg「杏林」","3969007F1270","","","7.0","2.40"
"ピオグリタゾン錠15mg「ケミファ」","3969007F1288","","","7.0","2.3"
"ピオグリタゾン錠15mg「武田テバ」","3969007F1326","","","7.0","2.4"
"ピオグリタゾン錠15mg「ニプロ」","3969007F1342","","","7.0","2.4"
"アクトス錠30","3969007F2020","","","7.0","2.5"
"ピオグリタゾン錠30mg「DSEP」","3969007F2039","","","7.0","2.5"
"ピオグリタゾン錠30mg「TCK」","3969007F2080","","","7.0","2.5"
"ピオグリタゾン錠30mg「ZE」","3969007F2098","","","7.1","2.5"
"ピオグリタゾン錠30mg「サワイ」","3969007F2136","","","7.0","2.5"
"ピオグリタゾン錠30mg「サンド」","3969007F2144","","","8.05","3.14"
"ピオグリタゾン錠30mg「トーワ」","3969007F2187","","","7.0","3.1"
"ピオグリタゾン錠30mg「日医工」","3969007F2195","","","7.0","2.5"
"ピオグリタゾン錠30mg「モチダ」","3969007F2209","","","7.0","3.1"
"ピオグリタゾン錠30mg「TSU」","3969007F2250","","","7.0","2.5"
"ピオグリタゾン錠30mg「杏林」","3969007F2276","","","7.0","2.45"
"ピオグリタゾン錠30mg「ケミファ」","3969007F2284","","","7.0","2.4"
"ピオグリタゾン錠30mg「武田テバ」","3969007F2322","","","7.0","2.5"
"ピオグリタゾン錠30mg「ニプロ」","3969007F2349","","","7.0","2.5"
"アクトスOD錠15","3969007F3027","","","7.1","2.8"
"ピオグリタゾンOD錠15mg「DSEP」","3969007F3035","","","7.0","2.6"
"ピオグリタゾンOD錠15mg「トーワ」","3969007F3086","","","8.0","3.6"
"ピオグリタゾンOD錠15mg「日医工」","3969007F3094","","","7.0","2.6"
"ピオグリタゾンOD錠15mg「杏林」","3969007F3132","","","7.0","2.6"
"ピオグリタゾンOD錠15mg「ケミファ」","3969007F3140","","","7.0","2.6"
"アクトスOD錠30","3969007F4023","","","9.1","3.6"
"ピオグリタゾンOD錠30mg「DSEP」","3969007F4031","","","7.0","2.7"
"ピオグリタゾンOD錠30mg「トーワ」","3969007F4082","","","9.0","3.8"
"ピオグリタゾンOD錠30mg「日医工」","3969007F4090","","","7.0","2.7"
"ピオグリタゾンOD錠30mg「杏林」","3969007F4139","","","7.0","2.7"
"ピオグリタゾンOD錠30mg「ケミファ」","3969007F4147","","","7.0","2.4"
"グルファスト錠5mg","3969008F1029","","","6.0","2.0"
"グルファスト錠10mg","3969008F2025","10.0","5.0","","3.0"
"グルファストOD錠5mg","3969008F3021","","","6.4","3.1"
"ミチグリニドCa・OD錠5mg「TCK」","3969008F3056","","","6.0","2.4"
"グルファストOD錠10mg","3969008F4028","","","8.0","3.8"
"ミチグリニドCa・OD錠10mg「TCK」","3969008F4052","","","8.1","3.0"
"セイブル錠25mg","3969009F1023","10.0","4.5","","2.9"
"ミグリトール錠25mg「トーワ」","3969009F1031","8.3","4.0","","2.5"
"セイブル錠50mg","3969009F2020","10.0","4.5","","2.9"
"ミグリトール錠50mg「トーワ」","3969009F2038","10.0","4.5","","3.1"
"セイブル錠75mg","3969009F3026","12.0","5.0","","3.3"
"ミグリトール錠75mg「トーワ」","3969009F3034","","","8.0","2.9"
"セイブルOD錠50mg","3969009F4022","","","8.5","2.8"
"ミグリトールOD錠50mg「サワイ」","3969009F4030","","","8.0","3.9"
"ミグリトールOD錠50mg「トーワ」","3969009F4049","","","8.5","3.0"
"セイブルOD錠75mg","3969009F5029","","","10.0","3.0"
"ミグリトールOD錠75mg「サワイ」","3969009F5037","","","9.0","4.6"
"ミグリトールOD錠75mg「トーワ」","3969009F5045","","","10.0","3.4"
"セイブルOD錠25mg","3969009F6025","","","6.5","2.3"
"ミグリトールOD錠25mg「サワイ」","3969009F6033","","","6.5","3.5"
"ミグリトールOD錠25mg「トーワ」","3969009F6041","","","6.5","2.5"
"グラクティブ錠25mg","3969010F1026","9.1","3.8","","2.5"
"ジャヌビア錠25mg","3969010F1034","9.1","3.8","","2.5"
"グラクティブ錠50mg","3969010F2022","11.5","4.8","","3.1"
"ジャヌビア錠50mg","3969010F2030","11.5","4.8","","3.1"
"グラクティブ錠100mg","3969010F3029","","","9.8","4.2"
"ジャヌビア錠100mg","3969010F3037","","","9.8","4.2"
"グラクティブ錠12.5mg","3969010F4025","","","6.1","2.7"
"ジャヌビア錠12.5mg","3969010F4033","","","6.1","2.7"
"ビルダグリプチン錠50mg「TCK」","3969011F1047","","","8.0","3.0"
"ビルダグリプチン錠50mg「ZE」","3969011F1055","","","8.0","3.6"
"ビルダグリプチン錠50mg「杏林」","3969011F1063","","","8.0","3.8"
"ビルダグリプチン錠50mg「サワイ」","3969011F1071","","","8.0","3.6"
"ビルダグリプチン錠50mg「トーワ」","3969011F1080","","","8.1","3.6"
"ビルダグリプチン錠50mg「ニプロ」","3969011F1101","","","8.0","3.6"
"ネシーナ錠6.25mg","3969012F1025","10.1","5.1","","3.4"
"ネシーナ錠12.5mg","3969012F2021","10.1","5.1","","3.4"
"ネシーナ錠25mg","3969012F3028","10.1","5.1","","3.4"
"シュアポスト錠0.25mg","3969013F1020","7","5","","2.3"
"レパグリニド錠0.25mg「サワイ」","3969013F1038","","","7.0","2.8"
"シュアポスト錠0.5mg","3969013F2026","","","6","2.5"
"レパグリニド錠0.5mg「サワイ」","3969013F2034","","","6.0","3.0"
"テネリア錠20mg","3969015F1029","","","7.1","3.1"
"テネリア錠40mg","3969015F2025","","","8.6","4.5"
"テネリアOD錠20mg","3969015F3021","","","7.5","3.1"
"テネリアOD錠40mg","3969015F4028","","","9.0","4.4"
"スイニー錠100mg","3969016F1023","","","8.1","3.4"
"オングリザ錠2.5mg","3969017F1028","","","8.2","4.2"
"サキサグリプチン錠2.5mg「サワイ」","3969017F1036","","","8.3","3.9"
"オングリザ錠5mg","3969017F2024","","","8.2","4.2"
"サキサグリプチン錠5mg「サワイ」","3969017F2032","","","8.3","3.9"
"スーグラ錠25mg","3969018F1022","","","8.1","3.6"
"スーグラ錠50mg","3969018F2029","","","8.6","3.9"
